Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Fiji,FJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.799,21.56,21.277,..,..
Fiji,FJI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.17,8.18,8.208,..,..
Fiji,FJI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.797,2.788,2.774,..,..
Finland,FIN,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,46454.5492762217,47671.6317141699,48455.7425948174,49050.0547022811,..
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4292682926829,81.6317073170732,81.7341463414634,..,..
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.275,85.325,85.382,85.446,..
Finland,FIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2,2,2,1.9,..
Finland,FIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.6,9.1,8.6,..,..
Finland,FIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.8,9.8,9.9,..,..
Finland,FIN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.57,1.49,1.41,..,..
France,FRA,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,44776.1378178761,45766.860518393,46491.2459789966,47065.1517775505,..
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.5731707317073,82.5756097560976,82.7243902439024,..,..
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.917,80.18,80.444,80.709,..
France,FRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.5,3.6,3.7,3.8,..
France,FRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.8,11.5,11.3,..,..
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.9,9.1,9.2,..,..
France,FRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.92,1.9,1.88,..,..
French Polynesia,PYF,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.024,77.251,77.462,..,..
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.734,61.784,61.834,61.897,..
French Polynesia,PYF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
French Polynesia,PYF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.209,14.946,14.684,..,..
French Polynesia,PYF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.49,5.566,5.649,..,..
French Polynesia,PYF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.973,1.956,1.941,..,..
Gabon,GAB,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,14170.5202012153,14058.1201530417,13727.1255131246,13619.2453881891,..
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.418,65.839,66.187,..,..
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.559,88.976,89.37,89.741,..
Gabon,GAB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,34.3,33.4,32.2,31.1,..
Gabon,GAB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.604,32.161,31.611,..,..
Gabon,GAB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.201,6.998,6.833,..,..
Gabon,GAB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.039,4.008,3.969,..,..
"Gambia, The",GMB,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,1997.60616063237,2033.67715592582,2120.00137626704,2185.04652675111,..
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.166,61.44,61.735,..,..
"Gambia, The",GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.918,60.599,61.27,61.931,..
"Gambia, The",GMB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,38.8,37.8,36.8,35.9,..
"Gambia, The",GMB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.363,38.967,38.535,..,..
"Gambia, The",GMB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.191,8.044,7.887,..,..
"Gambia, The",GMB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.338,5.281,5.219,..,..
Georgia,GEO,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,12382.3863559435,12923.9815273272,13701.1208760553,..,..
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.207,73.414,73.6,..,..
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.837,58.231,58.632,59.039,..
Georgia,GEO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.1,8.9,8.7,8.5,..
Georgia,GEO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.925,13.718,13.472,..,..
Georgia,GEO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.992,12.918,12.849,..,..
Georgia,GEO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.059,2.062,2.06,..,..
Germany,DEU,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,53015.4123003701,54232.8063684623,54877.886107234,..,..
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.990243902439,80.9926829268293,80.8926829268293,..,..
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.224,77.261,77.312,77.376,..
Germany,DEU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.3,3.3,3.3,3.2,..
Germany,DEU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.6,9.5,9.5,..,..
Germany,DEU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.1,11.3,11.5,..,..
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.6,1.57,1.57,..,..
Ghana,GHA,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,4638.14917284874,4863.97503028016,..,..,..
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.124,63.463,63.78,..,..
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.749,55.407,56.06,56.707,..
Ghana,GHA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,37.4,36.1,35,33.9,..
Ghana,GHA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.28,29.839,29.407,..,..
Ghana,GHA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.533,7.414,7.309,..,..
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.984,3.926,3.87,..,..
Gibraltar,GIB,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,..
Gibraltar,GIB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
Gibraltar,GIB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..
Gibraltar,GIB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,..,..
Gibraltar,GIB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..
Greece,GRC,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,28106.1671382549,28581.1580942527,29013.717315096,29707.7690438534,..
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.3878048780488,81.2878048780488,81.7878048780488,..,..
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.387,78.724,79.058,79.388,..
Greece,GRC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.9,3.7,3.5,3.3,..
Greece,GRC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.6,8.2,8.1,..,..
Greece,GRC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11,11.6,11.2,..,..
Greece,GRC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.38,1.35,1.35,..,..
Greenland,GRL,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.8487804878049,..,..,..,..
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.326,86.574,86.816,87.052,..
Greenland,GRL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
Greenland,GRL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.8,15.2,14.6,..,..
Greenland,GRL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.7,8.9,8.7,..,..
Greenland,GRL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2,2.09,2,..,..
Grenada,GRD,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,14711.9213439498,..,..,..
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.408,72.388,72.384,..,..
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.072,36.164,36.272,36.396,..
Grenada,GRD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.5,14.7,14.7,14.7,..
Grenada,GRD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.905,16.701,16.465,..,..
Grenada,GRD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.538,9.563,9.576,..,..
Grenada,GRD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.104,2.083,2.063,..,..
Guam,GUM,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.391,79.631,79.859,..,..
Guam,GUM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.617,94.699,94.78,94.859,..
Guam,GUM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
Guam,GUM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.854,16.71,16.579,..,..
Guam,GUM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.123,5.166,5.216,..,..
Guam,GUM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.358,2.334,2.313,..,..
Guatemala,GTM,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,8028.56507674627,8143.01897507042,8274.18981063253,8493.99206387339,..
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.541,73.81,74.063,..,..
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.319,50.68,51.054,51.439,..
Guatemala,GTM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22.9,22.1,21.4,20.7,..
Guatemala,GTM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.267,24.912,24.561,..,..
Guatemala,GTM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.791,4.762,4.738,..,..
Guatemala,GTM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.973,2.92,2.87,..,..
Guinea,GIN,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,2215.41301699703,2405.94353292396,2458.55774429351,2541.43643697126,..
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.17,60.706,61.185,..,..
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.46,35.793,36.14,36.5,..
Guinea,GIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,67.4,66.3,65.1,63.8,..
Guinea,GIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.171,36.765,36.364,..,..
Guinea,GIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.013,8.715,8.452,..,..
Guinea,GIN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.854,4.777,4.7,..,..
Guinea-Bissau,GNB,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,1916.35449454091,1929.16684635154,1945.23215371817,2140.46876106284,..
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.328,57.673,58.003,..,..
Guinea-Bissau,GNB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.533,42.945,43.36,43.777,..
Guinea-Bissau,GNB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,57.3,55.6,54,52.3,..
Guinea-Bissau,GNB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.265,35.697,35.125,..,..
Guinea-Bissau,GNB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.014,9.805,9.612,..,..
Guinea-Bissau,GNB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.631,4.553,4.476,..,..
Guyana,GUY,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,11976.2818645643,..,..,..
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.454,69.624,69.774,..,..
Guyana,GUY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.482,26.538,26.606,26.689,..
Guyana,GUY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,26.7,25.9,25.2,24.4,..
Guyana,GUY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.427,20.202,19.967,..,..
Guyana,GUY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.283,7.365,7.456,..,..
Guyana,GUY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.509,2.485,2.462,..,..
Haiti,HTI,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,2962.89693214922,2993.23117813053,3001.60295285123,2915.52197993495,..
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.896,63.29,63.66,..,..
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.396,54.346,55.278,56.192,..
Haiti,HTI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,51.9,50.7,49.4,48.2,..
Haiti,HTI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.162,24.75,24.349,..,..
Haiti,HTI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.759,8.638,8.534,..,..
Haiti,HTI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.041,2.986,2.935,..,..
Honduras,HND,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,5020.82768355726,5221.69787009347,5241.14398408748,5308.45259838597,..
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.701,74.898,75.088,..,..
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.813,56.457,57.096,57.73,..
Honduras,HND,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.9,15.4,14.9,14.5,..
Honduras,HND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.13,21.859,21.599,..,..
Honduras,HND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.423,4.428,4.437,..,..
Honduras,HND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.536,2.496,2.46,..,..
"Hong Kong SAR, China",HKG,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,62449.7377352967,..,..,..
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.2268292682927,84.6804878048781,84.9341463414634,..,..
"Hong Kong SAR, China",HKG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,..
"Hong Kong SAR, China",HKG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.3,7.7,7.2,..,..
"Hong Kong SAR, China",HKG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.4,6.3,6.4,..,..
"Hong Kong SAR, China",HKG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.205,1.125,1.072,..,..
Hungary,HUN,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,27539.8084862515,28400.8891518898,30080.3768508596,31770.5237260614,..
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.0634146341464,75.8170731707317,76.0658536585366,..,..
Hungary,HUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.779,71.062,71.351,71.644,..
Hungary,HUN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4,3.6,3.3,3,..
Hungary,HUN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.7,9.7,9.6,..,..
Hungary,HUN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13,13.5,13.4,..,..
Hungary,HUN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.53,1.54,1.55,..,..
Iceland,ISL,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,54095.4096608816,..,..,..
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.2048780487805,82.6609756097561,82.8609756097561,..,..
Iceland,ISL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.735,93.773,93.813,93.855,..
Iceland,ISL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.7,1.7,1.6,1.6,..
Iceland,ISL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12,11.9,12,..,..
Iceland,ISL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.9,6.5,6.4,..,..
Iceland,ISL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.74,1.71,1.71,..,..
India,IND,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,5722.26529438446,6119.13053197294,6427.17985543407,6627.16850158707,..
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.897,69.165,69.416,..,..
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.182,33.6,34.03,34.472,..
India,IND,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,33.1,31.4,29.7,28.3,..
India,IND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.332,18.083,17.857,..,..
India,IND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.195,7.21,7.234,..,..
India,IND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.266,2.243,2.222,..,..
Indonesia,IDN,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,10197.4853318515,10589.3298306833,11041.7702695073,11459.0969211849,..
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.035,71.282,71.509,..,..
Indonesia,IDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.989,54.659,55.325,55.985,..
Indonesia,IDN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22.5,21.7,20.9,20.2,..
Indonesia,IDN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.79,18.422,18.072,..,..
Indonesia,IDN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.418,6.433,6.465,..,..
Indonesia,IDN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.362,2.336,2.311,..,..
"Iran, Islamic Rep.",IRN,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,14245.0690726625,14562.9124594543,13536.5333646475,12401.105214721,..
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.047,76.271,76.479,..,..
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.88,74.394,74.898,75.391,..
"Iran, Islamic Rep.",IRN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.3,12.9,12.4,12,..
"Iran, Islamic Rep.",IRN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.102,19.011,18.783,..,..
"Iran, Islamic Rep.",IRN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.821,4.835,4.843,..,..
"Iran, Islamic Rep.",IRN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.083,2.116,2.137,..,..
Iraq,IRQ,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,10890.9661915603,..,..,..
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.122,70.294,70.454,..,..
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.094,70.278,70.473,70.678,..
Iraq,IRQ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,23.9,23.2,22.5,21.8,..
Iraq,IRQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.388,29.693,29.075,..,..
Iraq,IRQ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.889,4.826,4.776,..,..
Iraq,IRQ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.864,3.762,3.672,..,..
Ireland,IRL,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,59339.0163018965,61981.8172350184,65697.6777832381,..,..
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6536585365854,82.1560975609756,82.2560975609756,..,..
Ireland,IRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.737,62.947,63.17,63.405,..
Ireland,IRL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.1,3,2.9,2.8,..
Ireland,IRL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.4,12.9,12.5,..,..
Ireland,IRL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.4,6.3,6.4,..,..
Ireland,IRL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.81,1.77,1.75,..,..
Isle of Man,IMN,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..
Isle of Man,IMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.343,52.458,52.588,52.735,..
Isle of Man,IMN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
Isle of Man,IMN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..
Isle of Man,IMN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,..,..
Isle of Man,IMN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..
Israel,ISR,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,38014.3098355569,38760.5731461281,39507.5153266469,39945.8975924372,..
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.4073170731707,82.5512195121951,82.8024390243903,..,..
Israel,ISR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,92.256,92.336,92.418,92.501,..
Israel,ISR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.1,3.1,3,3,..
Israel,ISR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.2,21.1,20.8,..,..
Israel,ISR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.1,5.1,5,..,..
Israel,ISR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.11,3.11,3.09,..,..
Italy,ITA,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,41085.7718868397,41942.0975665708,42647.3102801578,42784.3912585186,..
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.2439024390244,82.9463414634147,83.3463414634146,..,..
Italy,ITA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.855,70.144,70.438,70.736,..
Italy,ITA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.9,2.8,2.8,2.7,..
Italy,ITA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7.8,7.6,7.3,..,..
Italy,ITA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.1,10.7,10.5,..,..
Italy,ITA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.34,1.32,1.29,..,..
Jamaica,JAM,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,9148.91125613777,9324.38857843137,9367.63337060912,9517.42689418182,..
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.175,74.267,74.368,..,..
Jamaica,JAM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.098,55.378,55.674,55.985,..
Jamaica,JAM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.1,12.7,12.3,11.9,..
Jamaica,JAM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.46,16.286,16.103,..,..
Jamaica,JAM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.542,7.558,7.573,..,..
Jamaica,JAM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.009,1.993,1.979,..,..
Japan,JPN,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,41516.0019115082,42558.3151378468,42808.0368360899,..,..
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.9848780487805,84.099756097561,84.2109756097561,..,..
Japan,JPN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.457,91.535,91.616,91.698,..
Japan,JPN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2,1.9,1.8,1.8,..
Japan,JPN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7.8,7.6,7.4,..,..
Japan,JPN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.5,10.8,11,..,..
Japan,JPN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.44,1.43,1.42,..,..
Jordan,JOR,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,9963.65840562176,9960.51384030027,9975.55427672781,10074.1310376822,..
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.184,74.292,74.405,..,..
